Tiploc_x,Name_x,Stanox_x,Latitude_x,Longitude_x,InBPlan_x,InTPS_x,CRS_x,Easting,Northing,index,CRS_y,InBPlan_y,InTPS_y,Latitude_y,Longitude_y,Name_y,Stanox_y,Tiploc_y
SWANSLE,Swansea Loop East,79303,51.6337452,-3.9364741,True,True,,266076.4042,194547.1598,100954,,1.0,1.0,51.6337452,-3.9364741,Swansea Loop East,79303,SWANSLE
SWANSLW,Swansea Loop West,79306,51.6380391,-3.9430936,True,True,,265631.023,195036.8271,100943,,1.0,1.0,51.6380391,-3.9430936,Swansea Loop West,79306,SWANSLW
SWANWRD,Swansea IEP Wash Road,79312,51.6323682,-3.9362981,True,True,,266084.5243,194393.7082,100956,,1.0,1.0,51.6323682,-3.9362981,Swansea IEP Wash Road,79312,SWANWRD
SWAY,Sway,86909,50.7843726,-1.6106592,True,True,SWY,427543.4208,98383.1996,105251,SWY,1.0,1.0,50.7843726,-1.6106592,Sway,86909,SWAY
SWCH,Sandwich,89462,51.2695861,1.343223,True,True,SDW,633305.2918,157579.9684,111209,SDW,1.0,1.0,51.2695861,1.343223,Sandwich,89462,SWCH
SWELL,Shepherd's Well,89517,51.1881205,1.2297098,True,True,SPH,625787.3725,148168.5798,111150,SPH,1.0,1.0,51.1881205,1.2297098,Shepherd's Well,89517,SWELL
SWELL1,Shepherds Well Sig. SH1,<NA>,51.1972201,1.2249768,True,True,,625412.2923,149165.6822,111144,,1.0,1.0,51.1972201,1.2249768,Shepherds Well Sig. SH1,,SWELL1
SWELLSD,Shepherds Well Long Siding,<NA>,51.1971012,1.2251422,True,True,,625424.4259,149152.971,111145,,1.0,1.0,51.1971012,1.2251422,Shepherds Well Long Siding,,SWELLSD
SWELLUS,Shepherds Well Up Siding,89526,51.1890699,1.2291274,True,False,,625742.0441,148272.3385,111149,,1.0,0.0,51.1890699,1.2291274,Shepherds Well Up Siding,89526,SWELLUS
SWGBGE,Swing Bridge East,5039,56.005469,-3.8036062,True,False,,287630.997,680638.0051,101388,,1.0,0.0,56.005469,-3.8036062,Swing Bridge East,5039,SWGBGE
SWINTN,Swinton (S.Yorks),24108,53.485624,-1.3055682,True,True,SWN,446177.4564,398991.8215,106128,SWN,1.0,1.0,53.485624,-1.3055682,Swinton (S.Yorks),24108,SWINTN
SWINTNJ,Swinton Jn,24109,53.4872859,-1.3056297,True,False,,446171.5752,399176.6712,106125,,1.0,0.0,53.4872859,-1.3056297,Swinton Jn,24109,SWINTNJ
SWKBDGJ,Southwark Bridge Jn,88394,51.4988466,-0.0997275,True,True,,532001.5387,179479.1391,109451,,1.0,1.0,51.4988466,-0.0997275,Southwark Bridge Jn,88394,SWKBDGJ
SWLWJN,Swalwell Jn,13514,54.9630104,-1.6760308,True,True,,420841.5185,563201.2329,105050,,1.0,1.0,54.9630104,-1.6760308,Swalwell Jn,13514,SWLWJN
SWLY,Swanley,88486,51.3931038,0.1677126,True,True,SAY,550911.6924,168236.6061,110221,SAY,1.0,1.0,51.3931038,0.1677126,Swanley,88486,SWLY
SWLY631,Swanley Sig. VS631,88496,51.3922497,0.162251,True,True,,550534.552,168130.41,110213,,1.0,1.0,51.3922497,0.162251,Swanley Sig. VS631,88496,SWLY631
SWLY636,Swanley Sig. VS636,88520,51.3949836,0.1744679,True,True,,551375.4304,168459.5543,110227,,1.0,1.0,51.3949836,0.1744679,Swanley Sig. VS636,88520,SWLY636
SWLY637,Swanley Sig. VS638,88544,51.3942697,0.1747228,False,True,,551395.5175,168380.697,110229,,0.0,1.0,51.3942697,0.1747228,Swanley Sig. VS638,88544,SWLY637
SWLY638,Swanley Sig. VS638,88511,51.3939338,0.1769168,True,True,,551549.2508,168347.8768,110234,,1.0,1.0,51.3939338,0.1769168,Swanley Sig. VS638,88511,SWLY638
SWNACFC,Corfe Castle (Swanage R),86955,50.6382592,-2.0546954,True,True,CFC,396228.4483,82064.4594,104397,CFC,1.0,1.0,50.6382592,-2.0546954,Corfe Castle (Swanage R),86955,SWNACFC
SWNAGE,Swanage,86969,50.6098594,-1.9603858,True,True,SGE,402899.3105,78905.7043,104560,SGE,1.0,1.0,50.6098594,-1.9603858,Swanage,86969,SWNAGE
SWNAHMC,Harman's Cross (Swanage R),86956,50.6198566,-2.0264571,True,True,HAR,398224.6064,80016.9913,104425,HAR,1.0,1.0,50.6198566,-2.0264571,Harman's Cross (Swanage R),86956,SWNAHMC
SWNAHNH,Herston Halt (Swanage R),86952,50.6130626,-1.980602,True,True,HEH,401468.751,79261.3346,104540,HEH,1.0,1.0,50.6130626,-1.980602,Herston Halt (Swanage R),86952,SWNAHNH
SWNAMGF,Swanage Railway Motala Gf,86958,50.606935,-1.965646,True,False,,402527.2563,78580.3281,104557,,1.0,0.0,50.606935,-1.965646,Swanage Railway Motala Gf,86958,SWNAMGF
SWNANDN,Norden (Swanage R),86954,50.6451175,-2.0631497,True,True,NOD,395631.2477,82827.5809,104390,NOD,1.0,1.0,50.6451175,-2.0631497,Norden (Swanage R),86954,SWNANDN
SWNDRBY,Swinderby,44073,53.1692065,-0.7029438,True,True,SWD,486803.0296,364350.9984,107475,SWD,1.0,1.0,53.1692065,-0.7029438,Swinderby,44073,SWNDRBY
SWNDTHO,Thorpe-on-the-hill,44071,53.1877789,-0.6519169,True,False,,490174.9954,366480.0055,107575,,1.0,0.0,53.1877789,-0.6519169,Thorpe-on-the-hill,44071,SWNDTHO
SWNLMD,Swanage Light Maintenance Depot (GBRf),86957,50.6100378,-1.9659357,True,True,,402506.599,78925.3486,104556,,1.0,1.0,50.6100378,-1.9659357,Swanage Light Maintenance Depot (GBRf),86957,SWNLMD
SWNLYCS,Swanley Carriage Holding Sidings,88486,51.3928541,0.167549,True,False,XSQ,550901.1325,168208.5036,110220,XSQ,1.0,0.0,51.3928541,0.167549,Swanley Carriage Holding Sidings,88486,SWNLYCS
SWNSCMB,Swanscombe,88705,51.4489813,0.3117568,True,True,SWM,560736.1118,174756.1229,110406,SWM,1.0,1.0,51.4489813,0.3117568,Swanscombe,88705,SWNSCMB
SWNSGD,Swanscombe-George & Dragon,<NA>,51.4502836,0.3113173,True,True,,560701.005,174899.969,110405,,1.0,1.0,51.4502836,0.3113173,Swanscombe-George & Dragon,,SWNSGD
SWNT,Swinton,35146,53.5147334,-2.3365782,True,True,SNN,377778.4871,402058.8938,103724,SNN,1.0,1.0,53.5147334,-2.3365782,Swinton,35146,SWNT
SWNWICK,Swanwick,86225,50.8756714,-1.2655779,True,True,SNW,451769.3085,108720.5537,106443,SNW,1.0,1.0,50.8756714,-1.2655779,Swanwick,86225,SWNWICK
SWRBBDG,Sowerby Bridge,18448,53.7078942,-1.9068602,True,True,SOW,406245.6398,423500.5084,104642,SOW,1.0,1.0,53.7078942,-1.9068602,Sowerby Bridge,18448,SWRBBDG
SWSHEAD,Swineshead,44205,52.96972,-0.186772,True,True,SWE,521866.784,342911.5535,108700,SWE,1.0,1.0,52.96972,-0.186772,Swineshead,44205,SWSHEAD
SWYTHLN,Swaythling,86497,50.9412456,-1.3763817,True,True,SWG,443911.7959,115941.0136,105974,SWG,1.0,1.0,50.9412456,-1.3763817,Swaythling,86497,SWYTHLN
SXMN029,Saxmundham Sig. ES2029,49116,52.2102824,1.486453,True,True,,638291.2111,262625.0989,111242,,1.0,1.0,52.2102824,1.486453,Saxmundham Sig. ES2029,49116,SXMN029
SXMNDHJ,Saxmundham Jn,49117,52.219499,1.4957342,True,True,,638875.6398,263680.3464,111248,,1.0,1.0,52.219499,1.4957342,Saxmundham Jn,49117,SXMNDHJ
SXMNDHM,Saxmundham,49118,52.2152763,1.4903167,True,True,SAX,638528.3371,263193.026,111244,SAX,1.0,1.0,52.2152763,1.4903167,Saxmundham,49118,SXMNDHM
SXMNDSG,Saxmundham Tamper Siding,49117,52.2184451,1.4945281,True,True,,638798.9365,263559.1998,111247,,1.0,1.0,52.2184451,1.4945281,Saxmundham Tamper Siding,49117,SXMNDSG
SYDENHM,Sydenham,87626,51.4274324,-0.0544155,True,True,SYD,535357.5281,171620.3882,109671,SYD,1.0,1.0,51.4274324,-0.0544155,Sydenham,87626,SYDENHM
SYDNFD,Sydenham Hill Fountain Drive,<NA>,51.4283811,-0.0521536,True,False,,535511.9618,171730.0624,109677,,1.0,0.0,51.4283811,-0.0521536,Sydenham Hill Fountain Drive,,SYDNFD
SYDNHMH,Sydenham Hill,88278,51.432839,-0.0806398,True,True,SYH,533518.764,172173.5271,109567,SYH,1.0,1.0,51.432839,-0.0806398,Sydenham Hill,88278,SYDNHMH
SYMNGTN,Symington G.f.,7969,55.5963626,-3.6047784,True,True,,298972.9349,634806.4158,101644,,1.0,1.0,55.5963626,-3.6047784,Symington G.f.,7969,SYMNGTN
SYONLA,Syon Lane,87143,51.4814132,-0.3254731,True,True,SYL,516377.1137,177157.8439,108292,SYL,1.0,1.0,51.4814132,-0.3254731,Syon Lane,87143,SYONLA
SYSTNEJ,Syston East Jn,59021,52.7008013,-1.0813407,True,True,,462175.1539,311854.215,106972,,1.0,1.0,52.7008013,-1.0813407,Syston East Jn,59021,SYSTNEJ
SYSTNNJ,Syston North Jn,59020,52.7010609,-1.0852266,True,True,,461912.205,311879.7505,106959,,1.0,1.0,52.7010609,-1.0852266,Syston North Jn,59020,SYSTNNJ
SYSTNSJ,Syston South Jn,59022,52.6961354,-1.0831597,True,True,,462058.8436,311333.6351,106969,,1.0,1.0,52.6961354,-1.0831597,Syston South Jn,59022,SYSTNSJ
SYSTON,Syston,59024,52.694256,-1.0825558,True,True,SYS,462102.3174,311125.0985,106970,SYS,1.0,1.0,52.694256,-1.0825558,Syston,59024,SYSTON
TABY,Thornaby,15316,54.5592598,-1.3017332,True,True,TBY,445254.2342,518448.7869,106036,TBY,1.0,1.0,54.5592598,-1.3017332,Thornaby,15316,TABY
TABY176,Thornaby Sig. Ty176,15315,54.5620641,-1.2813317,True,False,,446570.3729,518774.1118,106152,,1.0,0.0,54.5620641,-1.2813317,Thornaby Sig. Ty176,15315,TABY176
TABY194,Thornaby Sig. Ty194,15323,54.5594354,-1.2950309,True,True,,445687.4637,518472.6489,106063,,1.0,1.0,54.5594354,-1.2950309,Thornaby Sig. Ty194,15323,TABY194
TABY197,Thornaby Sig. Ty197,15324,54.5599804,-1.2971068,True,True,,445552.6138,518531.9486,106051,,1.0,1.0,54.5599804,-1.2971068,Thornaby Sig. Ty197,15324,TABY197
TABY198,Thornaby Sig. Ty198,15325,54.560258,-1.2958216,True,True,,445635.4146,518563.6687,106056,,1.0,1.0,54.560258,-1.2958216,Thornaby Sig. Ty198,15325,TABY198
TABY682,Thornaby Sig. Ds6822,15322,54.5588594,-1.2931039,True,True,,445812.7227,518409.8071,106081,,1.0,1.0,54.5588594,-1.2931039,Thornaby Sig. Ds6822,15322,TABY682
TABYEJN,Thornaby East Jn,15317,54.557846,-1.3045792,True,True,,445071.7437,518289.6482,106030,,1.0,1.0,54.557846,-1.3045792,Thornaby East Jn,15317,TABYEJN
TABYFLD,Thornaby T.m.d. (f'liner),15408,54.5611034,-1.2873157,True,True,,446184.5087,518663.2767,106132,,1.0,1.0,54.5611034,-1.2873157,Thornaby T.m.d. (f'liner),15408,TABYFLD
TABYLTH,Thornaby Ews Wheel Lathe,15405,54.5599704,-1.2891526,True,False,,446066.9991,518536.0044,106110,,1.0,0.0,54.5599704,-1.2891526,Thornaby Ews Wheel Lathe,15405,TABYLTH
TABYNO1,Thornaby Up Goods No1,15407,54.5590034,-1.2934279,True,True,,445791.6091,518425.6196,106076,,1.0,1.0,54.5590034,-1.2934279,Thornaby Up Goods No1,15407,TABYNO1
TABYTMD,Thornaby T.m.d. (e.w.s.),15401,54.5603926,-1.2911886,True,True,XTE,445934.8638,518581.6546,106093,XTE,1.0,1.0,54.5603926,-1.2911886,Thornaby T.m.d. (e.w.s.),15401,TABYTMD
TABYWRD,Tees Shops Dbc C&w,15402,54.5598924,-1.2896488,True,False,,446034.999,518527.0011,106103,,1.0,0.0,54.5598924,-1.2896488,Tees Shops Dbc C&w,15402,TABYWRD
TACKLEY,Tackley,74605,51.8815291,-1.2975673,True,True,TAC,448447.4975,220562.5535,106236,TAC,1.0,1.0,51.8815291,-1.2975673,Tackley,74605,TACKLEY
TADWBUS,Tadworth (The Avenue),<NA>,51.2907375,-0.2359848,True,True,TTA,523100.9967,156100.0724,108765,TTA,1.0,1.0,51.2907375,-0.2359848,Tadworth (The Avenue),,TADWBUS
TADWTH,Tadworth,87708,51.2916874,-0.236025,True,True,TAD,523095.6557,156205.635,108764,TAD,1.0,1.0,51.2916874,-0.236025,Tadworth,87708,TADWTH
TAFFSWL,Taffs Well,78220,51.5407546,-3.2633585,True,True,TAF,312480.7321,183185.1557,101873,TAF,1.0,1.0,51.5407546,-3.2633585,Taffs Well,78220,TAFFSWL
TAIN,Tain,1044,57.8144502,-4.05198,True,True,TAI,278189.204,882388.4337,101244,TAI,1.0,1.0,57.8144502,-4.05198,Tain,1044,TAIN
TAINCE,Tain Civil Engineering,1045,57.8153005,-4.0547342,True,False,,278028.4788,882488.0387,101238,,1.0,0.0,57.8153005,-4.0547342,Tain Civil Engineering,1045,TAINCE
TALACRE,Talacre S.B.,40103,53.3443533,-3.3270987,True,True,,311745.1589,383872.0362,101857,,1.0,1.0,53.3443533,-3.3270987,Talacre S.B.,40103,TALACRE
TALB,Talybont,64416,52.7726514,-4.0969748,True,True,TLB,258634.5393,321513.2945,100760,TLB,1.0,1.0,52.7726514,-4.0969748,Talybont,64416,TALB
TALN534,Tallington Sig. P534,45015,52.6987139,-0.4521097,True,False,,504698.0009,312350.0074,107923,,1.0,0.0,52.6987139,-0.4521097,*,"45015,45014,45001","TALN534,TALN544,TALNESS"
TALN541,Tallington Jn Sig. P541,44997,52.6618871,-0.3779834,True,True,,509799.0731,308364.0903,108086,,1.0,1.0,52.6618871,-0.3779834,Tallington Jn Sig. P541,44997,TALN541
TALN544,Tallington Sig. P544,45014,52.6987139,-0.4521097,True,False,,504698.0009,312350.0074,107923,,1.0,0.0,52.6987139,-0.4521097,*,"45015,45014,45001","TALN534,TALN544,TALNESS"
TALNDBC,Tallington Tarmac (DB Cargo),44996,52.6646136,-0.3830861,True,True,,509447.1809,308659.595,108079,,1.0,1.0,52.6646136,-0.3830861,Tallington Tarmac (DB Cargo),44996,TALNDBC
TALNDOW,Tallington Dowmac,45004,52.6658469,-0.385481,True,True,,509282.154,308793.1398,108072,,1.0,1.0,52.6658469,-0.385481,Tallington Dowmac,45004,TALNDOW
TALNESS,Essendine,45001,52.6987139,-0.4521097,True,False,,504698.0009,312350.0074,107923,,1.0,0.0,52.6987139,-0.4521097,*,"45015,45014,45001","TALN534,TALN544,TALNESS"
TALNGBR,Tallington Tarmac (GBRf),45007,52.6647065,-0.3832861,True,True,,509433.4242,308669.6245,108078,,1.0,1.0,52.6647065,-0.3832861,Tallington Tarmac (GBRf),45007,TALNGBR
TALNGTN,Tallington Jn,45002,52.6647578,-0.3838116,True,True,,509397.7598,308674.5333,108075,,1.0,1.0,52.6647578,-0.3838116,Tallington Jn,45002,TALNGTN
TALNRED,Tallington Redland Aggregates,45003,52.6646832,-0.3833156,True,False,,509431.4874,308666.9882,108077,,1.0,0.0,52.6646832,-0.3833156,Tallington Redland Aggregates,45003,TALNRED
TALRCAR,Carno L.c.,64315,52.564727,-3.5386145,True,False,,295804.8224,297434.3026,101588,,1.0,0.0,52.564727,-3.5386145,Carno L.c.,64315,TALRCAR
TALRCEM,Cemmes Road,64320,52.6245728,-3.7443872,True,False,,282018.9949,304408.0004,101313,,1.0,0.0,52.6245728,-3.7443872,Cemmes Road,64320,TALRCEM
TALRDIG,Talerddig,64313,52.5818581,-3.5792714,True,True,,293090.8716,299399.2863,101512,,1.0,1.0,52.5818581,-3.5792714,Talerddig,64313,TALRDIG
TALRDOG,Pontdolgoch,64314,52.5326401,-3.4595582,True,False,,301090.9994,293754.0019,101689,,1.0,0.0,52.5326401,-3.4595582,Pontdolgoch,64314,TALRDOG
TALRLLA,Llanbrynmair,64316,52.6141519,-3.6311133,True,False,,289659.7455,303069.3725,101422,,1.0,0.0,52.6141519,-3.6311133,Llanbrynmair,64316,TALRLLA
TALYCFN,Tal-y-Cafn,40057,53.2286012,-3.8182048,True,True,TLC,278724.5629,371716.6035,101254,TLC,1.0,1.0,53.2286012,-3.8182048,Tal-y-Cafn,40057,TALYCFN
TAMEBDG,Tame Bridge Parkway,65671,52.5521435,-1.9759122,True,True,TAB,401730.3197,294922.4145,104546,TAB,1.0,1.0,52.5521435,-1.9759122,Tame Bridge Parkway,65671,TAMEBDG
TANKRD,Tank Road,7261,55.8494793,-4.2850567,True,False,,257040.7748,664170.0483,100701,,1.0,0.0,55.8494793,-4.2850567,Tank Road,7261,TANKRD
TANY,Tan-y-bwlch,<NA>,52.9543692,-4.0115153,True,False,,264964.9929,341560.007,100934,,1.0,0.0,52.9543692,-4.0115153,Tan-y-bwlch,,TANY
TAPLOW,Taplow,74001,51.5233362,-0.6818483,True,True,TAP,491547.2967,181314.4386,107624,TAP,1.0,1.0,51.5233362,-0.6818483,Taplow,74001,TAPLOW
TAPTONJ,Tapton Jn,27272,53.2459968,-1.418281,True,True,,438915.4224,372266.3118,105770,,1.0,1.0,53.2459968,-1.418281,Tapton Jn,27272,TAPTONJ
TARBERT,Tarbert,<NA>,55.8634948,-5.4142857,True,True,TBT,186447.3746,668640.4379,100092,TBT,1.0,1.0,55.8634948,-5.4142857,Tarbert,,TARBERT
TATN385,Tattenham Corner Sig. T1385,87696,51.305248,-0.2408483,True,True,,522723.2199,157705.5226,108738,,1.0,1.0,51.305248,-0.2408483,Tattenham Corner Sig. T1385,87696,TATN385
TATNCHS,Tattenham Corner C.H.S.,87714,51.3022517,-0.2406529,True,True,,522744.8262,157372.6562,108740,,1.0,1.0,51.3022517,-0.2406529,Tattenham Corner C.H.S.,87714,TATNCHS
TATNHMC,Tattenham Corner,87707,51.308961,-0.242304,True,True,TAT,522611.8652,158115.9831,108734,TAT,1.0,1.0,51.308961,-0.242304,Tattenham Corner,87707,TATNHMC
TAUN481,Taunton Sig. E481,83017,51.0249192,-3.1367192,True,True,,320374.7928,125676.1971,102064,,1.0,1.0,51.0249192,-3.1367192,Taunton Sig. E481,83017,TAUN481
TAUN483,Taunton Sig. E483,83013,51.023898,-3.1099085,True,True,,322253.3501,125533.9677,102125,,1.0,1.0,51.023898,-3.1099085,Taunton Sig. E483,83013,TAUN483
TAUN604,Taunton Sig. 604,83002,51.0251762,-3.0848246,True,True,,324014.6504,125649.9049,102166,,1.0,1.0,51.0251762,-3.0848246,Taunton Sig. 604,83002,TAUN604
TAUN608,Taunton Sig. 608,83015,51.0232262,-3.0964143,True,True,,323198.6257,125445.0907,102153,,1.0,1.0,51.0232262,-3.0964143,Taunton Sig. 608,83015,TAUN608
TAUN611,Taunton Sig.e611,83009,51.0248521,-3.1239529,True,False,,321269.9952,125654.999,102092,,1.0,0.0,51.0248521,-3.1239529,Taunton Sig.*,83009,"TAUN611,TAUN617,TAUN624,TAUNE22"
TAUN617,Taunton Sig. E617,83009,51.0248521,-3.1239529,True,False,,321269.9952,125654.999,102092,,1.0,0.0,51.0248521,-3.1239529,Taunton Sig.*,83009,"TAUN611,TAUN617,TAUN624,TAUNE22"
TAUN619,Taunton Sig. E619,83004,51.0242882,-3.1123839,True,True,,322080.3984,125579.9775,102117,,1.0,1.0,51.0242882,-3.1123839,Taunton Sig. E619,83004,TAUN619
TAUN624,Taunton Sig. E624,83009,51.0248521,-3.1239529,True,False,,321269.9952,125654.999,102092,,1.0,0.0,51.0248521,-3.1239529,Taunton Sig.*,83009,"TAUN611,TAUN617,TAUN624,TAUNE22"
TAUNCE,Taunton Isu Civil Engineering,83005,51.0229743,-3.1049296,True,False,,322600.9942,125426.0007,102133,,1.0,0.0,51.0229743,-3.1049296,Taunton Isu Civil Engineering,83005,TAUNCE
TAUNCSD,Taunton Cider Siding,83012,51.0238284,-3.1106391,True,False,,322201.9944,125527.0001,102122,,1.0,0.0,51.0238284,-3.1106391,Taunton Cider Siding,83012,TAUNCSD
TAUNE22,Taunton Sig. E22,83009,51.0248521,-3.1239529,True,False,,321269.9952,125654.999,102092,,1.0,0.0,51.0248521,-3.1239529,Taunton Sig.*,83009,"TAUN611,TAUN617,TAUN624,TAUNE22"
TAUNEJN,Taunton East Jn,83007,51.0249182,-3.0859664,True,True,,323934.1519,125622.3942,102163,,1.0,1.0,51.0249182,-3.0859664,Taunton East Jn,83007,TAUNEJN
TAUNGDS,Taunton Goods Recp,83000,51.024731,-3.1234597,True,True,,321304.3786,125641.0048,102094,,1.0,1.0,51.024731,-3.1234597,Taunton Goods Recp,83000,TAUNGDS
TAUNTON,Taunton,83009,51.0233226,-3.1029719,True,True,TAU,322738.876,125462.6754,102140,TAU,1.0,1.0,51.0233226,-3.1029719,Taunton,83009,TAUNTON
TAYBDGS,Tay Bridge South,3066,56.4235036,-2.9819354,True,True,,339528.2201,726131.5514,102672,,1.0,1.0,56.4235036,-2.9819354,Tay Bridge South,3066,TAYBDGS
TAYBDRS,Tay Bridge Down Refuge Sidings,3065,56.4198563,-2.9839421,True,True,,339398.6318,725727.3699,102665,,1.0,1.0,56.4198563,-2.9839421,Tay Bridge Down Refuge Sidings,3065,TAYBDRS
TAYBHGN,Tay Bridge High Girders North (Sig. D714),3072,56.4430769,-2.9907118,True,True,,339018.2702,728317.8657,102654,,1.0,1.0,56.4430769,-2.9907118,Tay Bridge High Girders North (Sig. D714),3072,TAYBHGN
TAYBHGS,Tay Bridge High Girders South (Sig. D715),3074,56.4344184,-2.9862287,True,True,,339280.8284,727350.1811,102661,,1.0,1.0,56.4344184,-2.9862287,Tay Bridge High Girders South (Sig. D715),3074,TAYBHGS
TAYNGF,Taynuilt G.F.,6072,56.4308918,-5.2437961,True,True,,200082.4113,731241.6902,100136,,1.0,1.0,56.4308918,-5.2437961,Taynuilt G.F.,6072,TAYNGF
TAYNUCE,Taynuilt Civil Engineering,6049,56.4306362,-5.2391476,True,True,,200367.5835,731199.736,100139,,1.0,1.0,56.4306362,-5.2391476,Taynuilt Civil Engineering,6049,TAYNUCE
TAYNULT,Taynuilt,6048,56.4308722,-5.2397101,True,True,TAY,200334.1515,731227.6236,100138,TAY,1.0,1.0,56.4308722,-5.2397101,Taynuilt,6048,TAYNULT
TCULFRY,Firsby,44222,53.1480481,0.1779296,True,False,,545753.0019,363426.9993,110065,,1.0,0.0,53.1480481,0.1779296,Firsby,44222,TCULFRY
TCULVRT,Thorpe Culvert,44223,53.1229536,0.1995587,True,True,TPC,547285.0739,360680.0983,110138,TPC,1.0,1.0,53.1229536,0.1995587,Thorpe Culvert,44223,TCULVRT
TDITTON,Thames Ditton,87179,51.3886109,-0.3390203,True,True,THD,515670.3959,166816.3395,108250,THD,1.0,1.0,51.3886109,-0.3390203,Thames Ditton,87179,TDITTON
TEBAY,Tebay,9330,54.425862,-2.5984013,True,True,XIT,361273.4046,503546.2576,103343,XIT,1.0,1.0,54.425862,-2.5984013,Tebay,9330,TEBAY
TEBAYCE,Tebay Isu Civil Engineering,9331,54.4265149,-2.5985712,True,False,,361262.9992,503618.9993,103342,,1.0,0.0,54.4265149,-2.5985712,Tebay Isu Civil Engineering,9331,TEBAYCE
TEDNGTN,Teddington,87159,51.4244286,-0.332586,True,True,TED,516027.4689,170809.5877,108273,TED,1.0,1.0,51.4244286,-0.332586,Teddington,87159,TEDNGTN
TEES137,Tees Yard Sig. TY137,15410,54.5659753,-1.2694683,True,True,,447332.9834,519217.218,106188,,1.0,1.0,54.5659753,-1.2694683,Tees Yard Sig. TY137,15410,TEES137
TEES156,Tees Yard Sig. Ty1560,15412,54.5642325,-1.2774398,True,True,,446819.5589,519017.9706,106165,,1.0,1.0,54.5642325,-1.2774398,Tees Yard Sig. Ty1560,15412,TEES156
TEES875,Newport East Jn Sig. Ds6875,15326,54.5713763,-1.2598429,False,True,,447949.0124,519824.7004,106217,,0.0,1.0,54.5713763,-1.2598429,Newport East Jn Sig. Ds6875,15326,TEES875
TEES877,Newport East Jn Sig. Ds6877,15327,54.5710123,-1.260192,False,True,,447926.8695,519783.9602,106216,,0.0,1.0,54.5710123,-1.260192,Newport East Jn Sig. Ds6877,15327,TEES877
TEESBAL,Tees Ce Sidings,15403,54.562145,-1.2799907,True,False,,446656.9947,518784.0004,106156,,1.0,0.0,54.562145,-1.2799907,Tees *,15403,"TEESBAL,TEESCW"
TEESCW,Tees Yard Ews C&w Grading,15403,54.562145,-1.2799907,True,False,,446656.9947,518784.0004,106156,,1.0,0.0,54.562145,-1.2799907,Tees *,15403,"TEESBAL,TEESCW"
TEESDK,Tees Dock Export Berth (DBCargo),15623,54.5992624,-1.1408637,True,False,,455602.9281,523015.0527,106615,,1.0,0.0,54.5992624,-1.1408637,Tees Dock Export Berth (DBCargo),15623,TEESDK
TEESGFH,Newport East Goods (flhh),15414,54.5613644,-1.2889801,True,False,,446076.5864,518691.2294,106111,,1.0,0.0,54.5613644,-1.2889801,Newport East Goods (flhh),15414,TEESGFH
TEESNEJ,Newport East Jn (Teesside),15415,54.5732353,-1.2572105,True,True,,448117.0094,520033.3479,106222,,1.0,1.0,54.5732353,-1.2572105,Newport East Jn (Teesside),15415,TEESNEJ
TEESY,Tees N.Y.,15400,54.5614687,-1.2874821,True,True,,446173.3367,518703.8151,106127,,1.0,1.0,54.5614687,-1.2874821,Tees N.Y.,15400,TEESY
TEESYDG,Tees Yard Down Staging (GBRf),15411,54.5621584,-1.2866945,True,True,,446223.4884,518781.0752,106136,,1.0,1.0,54.5621584,-1.2866945,Tees Yard Down Staging (GBRf),15411,TEESYDG
TEESYDS,Tees Yard Down Stagings Fh,15318,54.5622144,-1.2867428,True,True,,446220.3019,518787.2747,106135,,1.0,1.0,54.5622144,-1.2867428,Tees Yard Down Stagings Fh,15318,TEESYDS
TEESYEE,Tees Yard East End,15406,54.5692467,-1.2624029,True,False,,447785.9964,519585.9984,106204,,1.0,0.0,54.5692467,-1.2624029,Tees Yard East End,15406,TEESYEE
TEESYHS,Tees N.y. (holding Sdg.),15401,54.5637783,-1.2752913,True,False,,446959.0019,518968.8603,106166,,1.0,0.0,54.5637783,-1.2752913,Tees N.y. (holding Sdg.),15401,TEESYHS
TEESYSB,Tees Yard S.B.,15321,54.5639249,-1.278766,True,True,,446734.1575,518982.8635,106161,,1.0,1.0,54.5639249,-1.278766,Tees Yard S.B.,15321,TEESYSB
TEINMTH,Teignmouth,83607,50.5483198,-3.4943087,True,True,TGM,294225.6581,73128.339,101547,TGM,1.0,1.0,50.5483198,-3.4943087,Teignmouth,83607,TEINMTH
TELFRDC,Telford Central,64827,52.6809526,-2.4409852,True,True,TFC,370283.9282,309341.9416,103531,TFC,1.0,1.0,52.6809526,-2.4409852,Telford Central,64827,TELFRDC
TEMPLHJ,Temple Hirst Jn,16480,53.709975,-1.0907385,True,True,,460113.7427,424111.6459,106910,,1.0,1.0,53.709975,-1.0907385,Temple Hirst Jn,16480,TEMPLHJ
TENBY,Tenby,80211,51.6729543,-4.7067273,True,True,TEN,212937.8593,200601.3239,100215,TEN,1.0,1.0,51.6729543,-4.7067273,Tenby,80211,TENBY
TERCESL,Lincoln Terrace C.H.S.,44049,53.2250755,-0.529936,True,True,XTT,498239.9196,370789.2999,107736,XTT,1.0,1.0,53.2250755,-0.529936,Lincoln Terrace C.H.S.,44049,TERCESL
TERM182,Terminus Curve Sig. 5182,7232,55.8428221,-4.2682406,True,True,,258069.0732,663394.6965,100734,,1.0,1.0,55.8428221,-4.2682406,Terminus Curve Sig. 5182,7232,TERM182
